機構代碼,機構名稱,電話,縣市區名,地址,科別,Response_Address,Response_X,Response_Y
3521013582,康福內科診所,06-2890910,臺南市東區,臺南市東區崇德里中華東路3段207號1樓,"內科,",臺南市東區崇德里5鄰中華東路三段205之1號,120.225472,22.976241
3521013591,侯世婷小兒科診所,06-3369131,臺南市東區,臺南市東區崇善里崇善路511號1樓,"兒科,",臺南市東區崇善里2鄰崇善路511號,120.229305,22.974353
3521013609,佑誠復健科診所,06-2899373,臺南市東區,臺南市東區崇學里中華東路3段220-222號1樓,"復健科,",臺南市東區崇學里3鄰中華東路三段220號,120.225116,22.976624
3521013653,國光眼科診所,06-3351666,臺南市東區,臺南市東區自強里中華東路2段335號1樓,"眼科,",臺南市東區自強里8鄰中華東路二段335號,120.22996,22.981511
3521013662,璺到底皮膚專科診所,06-2882555，0919114844,臺南市東區,臺南市東區德光里崇明路153之1號1樓,"皮膚科,",臺南市東區德光里7鄰崇明路153之1號,120.218801,22.979237
3521013680,佳一家庭診所,06-2360513,臺南市東區,臺南市東區東光里東光路1段132號1樓,"家庭醫學科,",臺南市東區東光里14鄰東光路一段132號,120.23145,22.994752
3521013706,林俞志皮膚科診所,06-2385000,臺南市東區,臺南市東區龍山里長榮路1段188號1樓,"皮膚科,",臺南市東區龍山里6鄰長榮路一段188號,120.218299,22.984711
3521013742,張育彰復健科診所,06-2755572,臺南市東區,臺南市東區東光里怡東路171號1-2樓,"復健科,",臺南市東區東光里23鄰怡東路171號,120.228326,22.994608
3521013751,大河馬耳鼻喉科診所,06-2751216,臺南市東區,臺南市東區崇誨里東寧路230號1樓,"兒科,耳鼻喉科,",臺南市東區崇誨里2鄰東寧路230號,120.225092,22.990777
3521013788,王盈彬精神科診所,06-2600661,臺南市東區,臺南市東區崇德里崇善路406號1樓,"精神科,",臺南市東區崇德里8鄰崇善路406號,120.228919,22.974537
3521020041,李澤安診所,06-2638387,臺南市南區,臺南市南區再興里金華路二段68號1樓,"家庭醫學科,",臺南市南區再興里4鄰金華路二段68號,120.191282,22.977287
3521020050,文賓小兒科內科診所,06 2643548,臺南市南區,臺南市南區田寮里新興路３６１號,"內科,兒科,",臺南市南區田寮里1鄰新興路361號,120.191443,22.975482
3521020103,保元診所,06 2622327,臺南市南區,臺南市南區松安里灣裡路３１６號,"西醫一般科,",臺南市南區松安里8鄰灣裡路316號,120.182137,22.926062
3521020149,許健吉診所,06 2222385,臺南市南區,臺南市南區廣州里金華路２段326號,"家庭醫學科,",臺南市南區廣州里12鄰金華路二段326號,120.191835,22.983409
3521020158,林春銘神經精神科內科診所,06 2266731,臺南市南區,臺南市南區新昌里西門路１段６９７號,"內科,神經科,精神科,",臺南市南區新昌里1鄰西門路一段697號,120.197323,22.987255
3521020167,林耳鼻喉科診所,06 2679711,臺南市南區,臺南市南區大林里大同路２段３５０號,"耳鼻喉科,",臺南市南區大林里1鄰大同路二段350號,120.213851,22.975769
3521020185,李外科診所,06-2265398,臺南市南區,臺南市南區廣州里金華路二段266號1樓,"外科,",臺南市南區廣州里9鄰金華路二段266號,120.191695,22.98198
3521020194,慶鴻診所,06 2641535,臺南市南區,臺南市南區再興里健康路２段219號,"骨科,西醫一般科,",臺南市南區再興里1鄰健康路二段219號,120.191871,22.981446
3521020201,葉小兒科皮膚科診所,06 2611442,臺南市南區,臺南市南區國宅里金華路２段４１號,"兒科,皮膚科,",臺南市南區國宅里6鄰金華路二段41號,120.191025,22.977425
3521020292,劉惠生內科小兒科診所,06 2630897,臺南市南區,臺南市南區金華里金華路２段８１巷９號,"內科,兒科,",臺南市南區金華里4鄰金華路二段81巷9號,120.190526,22.979122
3521020309,良典內科小兒科診所,06-2158491,臺南市南區,臺南市南區大林里大同路２段３５６號,"內科,兒科,",臺南市南區大林里1鄰大同路二段356號,120.213873,22.975656
3521020318,鄭敏郎神經內科診所,06 2619505,臺南市南區,臺南市南區新興里健康路２段３９號,"內科,神經科,",臺南市南區新興里6鄰健康路二段39號,120.19647,22.981306
3521020345,李篤清診所,06 2653858,臺南市南區,臺南市南區田寮里大成路２段２４０號,"西醫一般科,",臺南市南區田寮里1鄰大成路二段240號,120.191367,22.975072
3521020363,侯明邦診所,06-2657867,臺南市南區,臺南市南區田寮里新興路３７１號,"家庭醫學科,",臺南市南區田寮里1鄰新興路371號,120.191236,22.975339
3521020407,王振輝外科診所,06-2631352,臺南市南區,臺南市南區再興里金華路二段86號1樓,"外科,",臺南市南區再興里4鄰金華路二段86號,120.191323,22.977872
3521020452,林宗潔小兒科診所,06 2631916,臺南市南區,臺南市南區再興里健康路２段１９１號,"兒科,",臺南市南區再興里1鄰健康路二段191號,120.192492,22.981432
3521020470,林黑潮診所,06 2656789,臺南市南區,臺南市南區日新里金華路１段３７７號,"兒科,",臺南市南區鹽埕里11鄰金華路一段377號,120.190265,22.969694
3521020514,信龍診所,06-2628733,臺南市南區,臺南市南區佛壇里明興路１３６０號,"家庭醫學科,",臺南市南區佛壇里9鄰明興路1360號,120.184546,22.92237
3521020596,林孟津小兒科診所,06 2610883 0921593089,臺南市南區,臺南市南區文南里建南路１１９號,"內科,兒科,",臺南市南區文南里2鄰建南路119號,120.190772,22.984843
3521020612,林大傑耳鼻喉科診所,06 2915660,臺南市南區,臺南市南區金華里金華路２段１７１號,"耳鼻喉科,",臺南市南區金華里5鄰金華路二段171號,120.191295,22.981265
3521020658,林俊良耳鼻喉科診所,06 2286959,臺南市南區,臺南市南區廣州里金華路２段３４６號,"耳鼻喉科,",臺南市南區廣州里13鄰金華路二段346號,120.191821,22.983951
3521020710,蔡滋榮診所,06 2610525,臺南市南區,臺南市南區國宅里新興路４０６號,"家庭醫學科,",臺南市南區國宅里9鄰新興路406號,120.187989,22.975135
3521020738,霍永惠診所,06 2658666,臺南市南區,臺南市南區新興里健康路２段３５號,"西醫一般科,",臺南市南區新興里6鄰健康路二段35號,120.196551,22.981313
3521020747,吳南宏家庭醫學科診所,06-2920800,臺南市南區,臺南市南區文南里文南路72號1樓,"家庭醫學科,",臺南市南區文南里9鄰文南路72號,120.189963,22.983604
3521020765,蘇柏蒼耳鼻喉科診所,06 2918818,臺南市南區,臺南市南區再興里金華路２段64號 2樓,"耳鼻喉科,",臺南市南區再興里4鄰金華路二段64號,120.191273,22.97715
3521020783,晉慶眼科診所,06 2917275,臺南市南區,臺南市南區日新里新興路４６3號,"眼科,",臺南市南區鹽埕里21鄰新興路463號,120.189062,22.974951
3521020792,洪允宗診所,06-2915632,臺南市南區,臺南市南區明亮里金華路一段246號1樓,"西醫一般科,",臺南市南區明亮里1鄰金華路一段246號,120.19031,22.967493
3521020809,張士澎內科家醫科診所,06 2216216,臺南市南區,臺南市南區新昌里西門路１段６１１號,"家庭醫學科,內科,",臺南市南區新昌里13鄰西門路一段611號,120.197345,22.985316
3521020827,張祐禎家庭醫學科診所,06 2920909,臺南市南區,臺南市南區南華里中華南路２段７２號,"家庭醫學科,",臺南市南區南華里1鄰中華南路二段252號,120.188872,22.961611
3521020836,謝眼科診所,06 2224979,臺南市南區,臺南市南區新興里夏林路９５號,"眼科,",臺南市南區新興里5鄰夏林路95號,120.19528,22.982593
3521020845,林己立耳鼻喉科診所,2916787,臺南市南區,臺南市南區金華里健康路２段349號,"耳鼻喉科,",臺南市南區金華里22鄰健康路二段349號,120.187895,22.981728
3521020854,葉太原診所,06-2633011,臺南市南區,臺南市南區新興里夏林路172號,"西醫一般科,",臺南市南區新興里15鄰夏林路172號,120.194766,22.980561
3521020890,民安診所,06 2622143,臺南市南區,臺南市南區喜南里喜樹路２７２號,"家庭醫學科,",臺南市南區喜南里10鄰喜樹路272號,120.177937,22.940085
3521020907,徐上德復健科診所,06 2913187,臺南市南區,臺南市南區大成里健康路１段３４３號,"復健科,",臺南市南區大成里11鄰健康路一段343號,120.200551,22.981272
3521020916,泰立診所,06 2636629,臺南市南區,臺南市南區府南里西門路１段１９９號一樓之８,"家庭醫學科,",臺南市南區府南里3鄰西門路一段199號,120.197526,22.974573
3521020943,唐勳樟診所,06 2642266,臺南市南區,臺南市南區明興里金華路１段160號1樓,"家庭醫學科,",臺南市南區明興里7鄰金華路一段160號,120.189999,22.965263
3521020970,迦南內科診所,06 2614718,臺南市南區,臺南市南區明興里金華路１段３２號,"內科,",臺南市南區明興里14鄰金華路一段32號,120.189518,22.962161
3521022072,王榮謙李誠正耳鼻喉科診所,2651861,臺南市南區,臺南市南區金華里健康路２段323號,"耳鼻喉科,",臺南市南區金華里22鄰健康路二段323號,120.188524,22.981612
3521022090,愛林診所,06-2622393,臺南市南區,臺南市南區興農里明興路1137號,"西醫一般科,",臺南市南區興農里11鄰明興路1137號,120.186505,22.927288
3521022116,王日榮耳鼻喉科診所,2149955,臺南市南區,臺南市南區新生里大同路２段102號,"耳鼻喉科,",臺南市南區新生里19鄰大同路二段102號,120.212113,22.980509
3521022143,府城骨科皮膚科診所,2651331,臺南市南區,臺南市南區田寮里新興路303號,"骨科,皮膚科,",臺南市南區田寮里1鄰新興路303號,120.192026,22.975874
3521022170,新光眼科診所,2206220,臺南市南區,臺南市南區廣州里金華路２段370號1F,"眼科,",臺南市南區廣州里13鄰金華路二段370號,120.191884,22.984442
3521022198,美侖診所,2915730,臺南市南區,臺南市南區金華里健康路２段237號1∼3樓,"內科,",臺南市南區金華里6鄰健康路二段237號,120.190794,22.98148
3521022214,誼康婦產科骨外科聯合診所,2640148,臺南市南區,臺南市南區文南里文南路6號,"外科,婦產科,骨科,",臺南市南區文南里8鄰文南路6號,120.18985,22.982101
3521022330,蕭昱淩小兒科診所,06-2612111,臺南市南區,臺南市南區日新里新興路507之1號1樓,"兒科,",臺南市南區鹽埕里20鄰新興路507之1號,120.18804,22.974799
3521022376,欣悅診所,06-2616266,臺南市南區,臺南市南區田寮里新興路159號1樓,"神經科,精神科,",臺南市南區田寮里8鄰新興路159號,120.194873,22.977813
3521022385,林明仁內科診所,06-2144525,臺南市南區,臺南市南區大林里大同路二段432號1樓,"內科,",臺南市南區大林里6鄰大同路二段432號,120.214211,22.973958
3521022401,丰尚整形外科診所,06-2921388,臺南市南區,臺南市南區大成里健康路1段403號1樓,"整形外科,",臺南市南區大成里11鄰健康路一段403號,120.198905,22.981221
3521030092,林春發耳鼻喉科診所,06-2229596,臺南市中西區,臺南市中西區民主里保安路168號1樓,"耳鼻喉科,",臺南市中西區府前里12鄰保安路168號,120.19322,22.991066
3521030298,洪敏元耳鼻喉科診所,06 2212257,臺南市中西區,臺南市中西區南廠里大勇街111號,"內科,耳鼻喉科,",臺南市中西區南廠里16鄰大勇街111號,120.192742,22.989905
3521030305,邱婦產科外科診所,06-2246046,臺南市中西區,臺南市中西區藥王里民族路三段237號1樓,"外科,婦產科,",臺南市中西區藥王里12鄰民族路三段237號,120.193578,22.999548
3521030378,李朝泰小兒科診所,06 2256618,臺南市中西區,臺南市中西區普濟里成功路３１９號,"兒科,",臺南市中西區五條港里13鄰成功路319號,120.200418,22.999849
3521030387,陸健邦耳鼻喉科診所,06 2209888,臺南市中西區,臺南市中西區安海里金華路３段２７７號,"耳鼻喉科,",臺南市中西區淺草里12鄰金華路三段277號,120.193665,22.995837
3521030396,郭宗男婦產科診所,06 2295230,臺南市中西區,臺南市中西區民主里金華路３段１２４號,"婦產科,",臺南市中西區府前里11鄰金華路三段124號,120.193062,22.991962
3521030458,朱讚騫外科診所,06-2211327,臺南市中西區,臺南市中西區協進里民生路2段１９０號,"家庭醫學科,外科,",臺南市中西區藥王里19鄰民生路二段190號,120.193798,22.996314
3521030467,湖美耳鼻喉科診所,06 2801561,臺南市中西區,臺南市中西區西賢里湖美街２１５巷９號,"耳鼻喉科,",臺南市中西區西賢里4鄰湖美街215巷9號,120.179648,23.003643
3521031642,永頤骨外科診所,06-2236066,臺南市中西區,臺南市中西區淺草里民生路二段487號1、2樓,"外科,骨科,",臺南市中西區淺草里16鄰民生路二段487號,120.187481,22.997592
3521031651,郭明慧診所,06-2264118,臺南市中西區,臺南市中西區淺草里中正路324號1樓,"內科,",臺南市中西區淺草里6鄰中正路324號,120.19506,22.993641
3521031688,李孟峰小兒科診所,06-2152858,臺南市中西區,臺南市中西區大南里南門路76號1樓,"兒科,",臺南市中西區南門里1鄰南門路76號,120.20365,22.981897
3521031713,鄭婦產科診所,06-2235135,臺南市中西區,臺南市中西區赤嵌里忠義路二段225號1樓,"婦產科,",臺南市中西區赤嵌里8鄰忠義路二段225號,120.204509,22.997803
3521031722,呂宗禧耳鼻喉科診所,06-2282155,臺南市中西區,臺南市中西區青年里民權路１段261號1樓,"耳鼻喉科,",臺南市中西區城隍里18鄰民權路一段261號,120.206909,22.992994
3521031740,李宗瀚整形外科診所,06-2152335,臺南市中西區,臺南市中西區郡王里府前路１段165號2~3樓,"整形外科,",臺南市中西區郡王里21鄰府前路一段165號,120.205878,22.988765
3521031768,光明內科診所,06-2245555  06-2246666,臺南市中西區,臺南市中西區萬昌里府前路1段80號1、2樓,"內科,",臺南市中西區開山里15鄰府前路一段80號,120.209061,22.989069
3521031777,青年眼科診所,06-2212228,臺南市中西區,臺南市中西區城隍里青年路108號1樓,"眼科,",臺南市中西區城隍里25鄰青年路108號,120.208611,22.991866
3521031786,謝智超達恩診所,06-2285505,臺南市中西區,臺南市中西區普濟里西門路２段375號3、4樓,"內科,",臺南市中西區五條港里9鄰西門路二段375號,120.200284,22.998304
3521031795,楊振整形外科診所,06-2292323,臺南市中西區,臺南市中西區青年里中山路28號1、2樓,"整形外科,",臺南市中西區城隍里20鄰中山路28號,120.206239,22.993071
3521040061,王克紹診所,06 2211177,臺南市北區,臺南市北區裕民里成功路５１６號,"外科,",臺南市北區立人里6鄰成功路516號,120.1966,23.001442
3521040196,延年內科小兒科診所,06 2593063,臺南市北區,臺南市北區文成里文賢路２８４號,"內科,兒科,",臺南市北區文成里7鄰文賢路284號,120.193751,23.005234
3521040203,方崇名婦產科診所,06 2512383,臺南市北區,臺南市北區正覺里公園路６１９號,"婦產科,西醫一般科,",臺南市北區正覺里7鄰公園路619號,120.213264,23.015162
3521040285,李長忠耳鼻喉科診所,06 2210335,臺南市北區,臺南市北區和順里西門路３段１６７號,"耳鼻喉科,",臺南市北區和順里18鄰西門路三段167號,120.204399,23.004132
3521040374,泰安外科診所,06 2370139,臺南市北區,臺南市北區華興里開元路３０６號,"外科,",臺南市北區合興里10鄰開元路306號,120.223309,23.008972
3521040552,楊宏義小兒科診所,06-2742678,臺南市北區,臺南市北區國興里開元路426號2樓,"兒科,",臺南市北區合興里18鄰開元路426號,120.22582,23.010748
3521040678,邱泉正耳鼻喉科診所,06-2501686,臺南市北區,臺南市北區大豐里文賢路291號1樓,"耳鼻喉科,",臺南市北區大豐里1鄰文賢路291號,120.193445,23.006135
3521040712,福民內科診所,06 2748571,臺南市北區,臺南市北區仁愛里勝利路２２６號,"內科,",臺南市北區仁愛里14鄰勝利路226號,120.218986,23.004821
3521040730,林文雄小兒科診所,06-2267301,臺南市北區,臺南市北區和順里公園南路352號,"兒科,",臺南市北區和順里1鄰公園南路352號,120.202799,23.003011
3521040749,惠幼小兒科診所,06 2251179,臺南市北區,臺南市北區玉皇里公園路１６７號,"兒科,",臺南市北區北華里1鄰公園路167號,120.207288,22.998766
3521040776,陳興中家庭醫學科診所,06 2801908,臺南市北區,臺南市北區大和里大港街９４號,"家庭醫學科,",臺南市北區大和里8鄰大港街94號,120.191202,23.013966
3521040801,林炳煌皮膚科診所,06-2208139,臺南市北區,臺南市北區和順里西門路３段159號13樓－2,"皮膚科,",臺南市北區和順里1鄰西門路三段159號,120.204021,23.003755
3521040838,陳文峯耳鼻喉科診所,06-2833398,臺南市北區,臺南市北區正覺里公園路703號1樓,"耳鼻喉科,",臺南市北區正覺里12鄰公園路703號,120.214586,23.016742
3521040856,許俊雄診所,06-2521495,臺南市北區,臺南市北區正風里公園路９８２號,"家庭醫學科,外科,",臺南市北區北門里19鄰公園路982號,120.214664,23.016455
3521040909,陳威文耳鼻喉科診所,06-2750471,臺南市北區,臺南市北區國興里開元路418號1樓,"耳鼻喉科,",臺南市北區合興里18鄰開元路418號,120.225643,23.010667
3521040918,信安內科診所,06 2593377,臺南市北區,臺南市北區大豐里文賢路３４５號,"內科,",臺南市北區大豐里8鄰文賢路345號,120.193517,23.007401
3521040927,杏安外科診所,06 2201911,臺南市北區,臺南市北區興南里公園北路143號,"外科,",臺南市北區長興里11鄰公園北路143號,120.210064,23.00449
3521040945,張金石小兒科診所,06 2216695,臺南市北區,臺南市北區玉皇里公園路１９１號,"兒科,",臺南市北區北華里6鄰公園路191號,120.207567,22.999265
3521040972,廖泰政診所,06-2093611,臺南市北區,臺南市北區合興里開元路346號1樓,"內科,",臺南市北區合興里15鄰開元路346號,120.224166,23.009558
3521040990,臨安眼科診所,06-2806713,臺南市北區,臺南市北區裕民里臨安路２段１３７號,"眼科,",臺南市北區雙安里3鄰臨安路二段137號,120.197658,23.00325
3521041004,劉明奇耳鼻喉科診所,06 2826270,臺南市北區,臺南市北區正覺里公園路599之4號1樓,"耳鼻喉科,",臺南市北區正覺里1鄰公園路599號之4,120.212639,23.014444
3521041022,傅耳鼻喉科診所,06 2507089,臺南市北區,臺南市北區大和里文賢路877號1-2樓,"耳鼻喉科,",臺南市北區大和里17鄰文賢路877號,120.193017,23.017828
3521041031,邱盈禎診所,06 2520056,臺南市北區,臺南市北區正覺里公園路635號,"西醫一般科,",臺南市北區正覺里7鄰公園路635號,120.21352,23.015432
3521041059,第一聯合診所,06 2350116,臺南市北區,臺南市北區中樓里勝利路４２１號,"精神科,西醫一般科,",臺南市北區中樓里5鄰勝利路421號,120.218778,23.004746
3521041111,鄧正鎧內科診所,06 2752887,臺南市北區,臺南市北區東興里小東路１７１號,"內科,",臺南市北區東興里7鄰小東路171號,120.227152,23.000384
3521041120,陳冠文內科診所,06 2752887,臺南市北區,臺南市北區東興里小東路１７１號,"內科,",臺南市北區東興里7鄰小東路171號,120.227152,23.000384
3521041157,王俊富耳鼻喉科診所,06 2812179,臺南市北區,臺南市北區興南里西門路４段１５６號,"耳鼻喉科,",臺南市北區小北里8鄰西門路四段156號,120.207936,23.009246
3521041175,黃仁宏診所,06 2759287,臺南市北區,臺南市北區東興里小東路３４７號,"家庭醫學科,",臺南市北區東興里2鄰小東路347號,120.23145,22.999075
3521042190,陳建廷婦產科診所,(06)2818887,臺南市北區,臺南市北區興北里公園路528號,"婦產科,",臺南市北區大興里13鄰公園路528號,120.210196,23.006699
3521042216,王界三小兒科診所,3583770,臺南市北區,臺南市北區文元里文賢路1068號,"兒科,",臺南市北區文元里6鄰文賢路1082號,120.193763,23.015305
3521042234,蕭震亞診所,2808288,臺南市北區,臺南市北區賢北里和緯路5段46號1樓,"西醫一般科,",臺南市北區賢北里1鄰和緯路五段46號,120.185095,23.006557
3521042305,安田耳鼻喉科診所,3583360,臺南市北區,臺南市北區和順里臨安路２段151號,"耳鼻喉科,",臺南市北區和順里12鄰臨安路二段219號,120.200263,23.00421
3521042387,殷建智精神科診所,2810008,臺南市北區,臺南市北區興南里公園北路152號二樓之一,"精神科,",臺南市北區長興里14鄰公園北路152號,120.20837,23.005205
3521042403,陳香吟診所,06-2386899,臺南市北區,臺南市北區國興里開元路360號1-2樓,"眼科,",臺南市北區合興里15鄰開元路360號,120.224508,23.00981
3521042412,新世紀眼科診所,06-2281077,臺南市北區,臺南市北區安民里成功路442號1、2樓,"眼科,",臺南市北區立人里4鄰成功路442號,120.197794,23.001075
3521042430,柯中文皮膚科診所,(06)2289333,臺南市北區,臺南市北區和順里公園南路356號,"皮膚科,",臺南市北區和順里1鄰公園南路356號,120.202751,23.003028
3521042449,李孟峰內科診所,06-2526949,臺南市北區,臺南市北區成德里海安路３段356號1樓,"內科,",臺南市北區成德里6鄰海安路三段356號,120.200154,23.009426
3521042458,王恭亮診所,(06)2512666,臺南市北區,臺南市北區興南里公園路375號1樓；375之1號1、2樓,"復健科,",臺南市北區長興里12鄰公園路375號,120.210151,23.005862
3521042494,王克生小兒科診所,06-2362201,臺南市北區,臺南市北區元寶里開元路479號1樓,"兒科,西醫一般科,",臺南市北區元寶里8鄰開元路479號,120.224436,23.010165
3521042501,公園內科診所,(06)2229618,臺南市北區,臺南市北區興南里公園路315號一、二、三樓,"內科,",臺南市北區長興里10鄰公園路315號,120.209963,23.00352
3521042538,蘇耳鼻喉科診所,06-2092820/3507711,臺南市北區,臺南市北區大豐里文賢路261、263號1樓,"耳鼻喉科,",臺南市北區大豐里16鄰文賢路427號,120.193717,23.009553
3521042547,林日光診所,(06)2376506,臺南市北區,臺南市北區振興里長榮路４段152號一樓,"精神科,",臺南市北區振興里5鄰長榮路四段152號,120.22179,23.006551
3521042565,育豪皮膚科診所,06-2746169,臺南市北區,臺南市北區國興里開元路420號1樓,"皮膚科,",臺南市北區合興里18鄰開元路420號,120.225699,23.010695
3521042592,采醫真麗診所,06-2381946,臺南市北區,臺南市北區華興里林森路三段268號1樓,"家庭醫學科,",臺南市北區合興里5鄰林森路三段268號,120.22429,23.007393
3521042609,海安小兒科診所,06-3589696,臺南市北區,臺南市北區元美里海安路三段761、761-1號1樓,"兒科,",臺南市北區元美里7鄰海安路三段815號,120.199918,23.015287
3521042627,文賢內科診所,06-2502588,臺南市北區,臺南市北區大和里文賢路629號1、2樓及631號1樓,"內科,",臺南市北區大和里1鄰文賢路629號,120.193651,23.013301
3521042654,許庭碩耳鼻喉科診所,06-2282238,臺南市北區,臺南市北區和順里臨安路二段252號1樓,"耳鼻喉科,",臺南市北區和順里10鄰臨安路二段252號,120.201365,23.004221
3521042672,弘典內科診所,06-2007588,臺南市北區,臺南市北區東興里小東路323號B1~3樓,"內科,",臺南市北區東興里2鄰小東路323號,120.230911,22.999227
3521042690,惠心婦產科診所,06-3507557,臺南市北區,臺南市北區文成里文賢路508號1樓,"內科,婦產科,",臺南市北區文成里9鄰文賢路508號,120.193768,23.006792
3521042716,大道診所,06-2526863,臺南市北區,臺南市北區光武里長榮路５段305號1樓,"家庭醫學科,",臺南市北區大光里19鄰長榮路五段305號,120.216792,23.01274
3521042789,春霖診所,06-2255259,臺南市北區,臺南市北區長興里西門路三段198號1樓,"西醫一般科,",臺南市北區長興里5鄰西門路三段198號,120.20401,23.003084
3521042805,幼之園小兒科診所,06-2213434,臺南市北區,臺南市北區北華里忠義路三段24號1樓,"兒科,",臺南市北區北華里2鄰忠義路三段24號,120.205395,22.999314
3521042832,北園內科診所,06-2098436,臺南市北區,臺南市北區元寶里北園街36-2號1、2樓,"內科,",臺南市北區元寶里16鄰北園街36之2號,120.223168,23.011291
3521042841,開元骨外科診所,06-2361566,臺南市北區,臺南市北區華興里林森路３段338號1、2樓,"外科,骨科,",臺南市北區合興里10鄰林森路三段338號,120.223339,23.00879
3521042869,現代眼科診所,06-2818585,臺南市北區,臺南市北區興南里公園路375之12號1樓,"眼科,",臺南市北區長興里12鄰公園路375之12號,120.210155,23.006163
3521042887,寶貝小兒科診所,06-2365247,臺南市北區,臺南市北區東興里小東路365號1樓,"兒科,",臺南市北區東興里2鄰小東路365號,120.231643,22.999003
3521042896,九翌復健科診所,06-2225555,臺南市北區,臺南市北區和順里公園南路358號1樓,"復健科,",臺南市北區和順里2鄰公園南路358號,120.20261,23.003105
3521042903,詠馨婦產科診所,06-2835888,臺南市北區,臺南市北區成德里海安路三段340號1-4樓,"家庭醫學科,兒科,婦產科,",臺南市北區成德里6鄰海安路三段340號,120.20016,23.00909
3521042912,許森彥精神科診所,06-2513283,臺南市北區,臺南市北區成德里育德路466號1-2樓,"精神科,",臺南市北區成德里8鄰育德路338號,120.206357,23.011168
3521042921,蔡旻倩皮膚科診所,06-2826566,臺南市北區,臺南市北區興南里公園路375-2號1樓,"皮膚科,",臺南市北區長興里12鄰公園路375之2號,120.210211,23.005927
3521042930,楊婦產科診所,06-2221166,臺南市北區,臺南市北區玉皇里成功路70號1樓,"婦產科,",臺南市北區北華里1鄰成功路70號,120.206629,22.99826
3521042967,鄭光傑骨外科診所,06-2512936,臺南市北區,臺南市北區成功里北安路1段166號1-2樓,"外科,骨科,",臺南市北區成功里22鄰北安路一段166號,120.209007,23.017675
3521042976,邱信輝內科診所,06-2822227,臺南市北區,臺南市北區成德里海安路3段358號1樓,"內科,",臺南市北區成德里6鄰海安路三段358號,120.200159,23.009467
3521050012,曾炳榮皮膚科診所,06 2211027,臺南市中西區,臺南市中西區小西里府前路１段３３７號,"皮膚科,",臺南市中西區小西門里18鄰府前路一段337號,120.199665,22.989857
3521050085,吳明松小兒科診所,06-2263203,臺南市中西區,臺南市中西區青年里衛民街39號1樓,"兒科,",臺南市中西區城隍里12鄰衛民街39號,120.211153,22.99273
3521050192,莊瑞榮眼科診所,06-2223116,臺南市中西區,臺南市中西區南美里永福路二段46號1-2樓,"眼科,",臺南市中西區南美里2鄰永福路二段46號,120.200782,22.991627
3521050218,蘇文彬婦產科診所,06-2155155,臺南市中西區,臺南市中西區小西里西門路１段６７０號,"婦產科,",臺南市中西區小西門里15鄰西門路一段670號,120.197672,22.989046
3521050227,陳英洲外科診所,06 2232224,臺南市中西區,臺南市中西區赤嵌里成功路１１７號,"外科,",臺南市中西區赤嵌里3鄰成功路117號,120.207268,22.997864
3521050254,蕭劉骨科聯合診所,06 2223096,臺南市中西區,臺南市中西區永福里友愛街４６號,"骨科,",臺南市中西區南美里2鄰友愛街46號,120.201212,22.99119
3521050281,王博文婦產科診所,06 2285958,臺南市中西區,臺南市中西區萬昌里民權路１段１７８號,"婦產科,",臺南市中西區城隍里25鄰民權路一段178號,120.2082,22.991551
3521050638,郭重德診所,06 2262953,臺南市中西區,臺南市中西區永福里民生路１段９０號,"兒科,",臺南市中西區南美里4鄰民生路一段90號,120.201916,22.993744
3521050754,e世代眼科診所,06-2114966,臺南市中西區,臺南市中西區城隍里中山路146號1-3樓,"眼科,",臺南市中西區城隍里2鄰中山路146號,120.209522,22.995187
3521050861,康維昌小兒科診所,06 2216760,臺南市中西區,臺南市中西區萬昌里民權路１段８號,"兒科,",臺南市中西區城隍里22鄰民權路一段8號,120.210982,22.989363
3521050905,張運祥診所,06 2216867,臺南市中西區,臺南市中西區公正里衛民街１０６－５３號,"西醫一般科,",臺南市中西區城隍里9鄰衛民街106號之53,120.208599,22.993266
3521051019,翁桂芳精神科診所,06 2217070,臺南市中西區,臺南市中西區城隍里民權路１段１４號,"精神科,",臺南市中西區城隍里22鄰民權路一段14號,120.210896,22.989435
3521051153,高惠峯皮膚科診所,06-2133363,臺南市中西區,臺南市中西區法華里府連路41號1、2樓,"皮膚科,",臺南市中西區法華里10鄰府連路41號,120.209588,22.982472
3521051180,楊元勳耳鼻喉科診所,06 2263830,臺南市中西區,臺南市中西區青年里民權路１段２３１號,"耳鼻喉科,",臺南市中西區城隍里18鄰民權路一段231號,120.207194,22.992522
3521051297,方世錝婦產科診所,06 2266592,臺南市中西區,臺南市中西區永福里民生路１段１１１號,"婦產科,",臺南市中西區南美里4鄰民生路一段111號,120.20173,22.993566
3521051322,蔡佳玲婦產科診所,06 2244266,臺南市中西區,臺南市中西區萬昌里北門路１段２５號,"婦產科,",臺南市中西區城隍里22鄰北門路一段25號,120.211299,22.989681
3521051331,蔡瑞庭眼科診所,06 2267085,臺南市中西區,臺南市中西區赤崁里公園路１３５號,"眼科,",臺南市中西區赤嵌里5鄰公園路135號,120.206733,22.9979
3521051386,呂忠苓眼科診所,06-2212166,臺南市中西區,臺南市中西區赤崁里成功路181號1-2樓,"眼科,",臺南市中西區赤嵌里5鄰成功路181號,120.205977,22.998097
3521051457,莊金城診所,06 2224381,臺南市中西區,臺南市中西區萬昌里民權路１段１７１號,"外科,婦產科,",臺南市中西區永華里1鄰民權路一段171號,120.208028,22.991371
